ZipcodesGeoid_PK,Total_Income,LessThanHighSchoolGraduate,HighSchoolGraduate,SomeCollegeOrAssociate,BachelorsDegree,GraduateOrProfessionalDegree
78148,35449,21945,25717,32332,48292,62672
78150,0,0,0,0,0,0
78151,30082,0,25150,24000,76134,0
78152,43563,0,38264,46724,53558,51974
78154,46468,20521,34065,42455,53175,63163
78155,31780,22516,26896,35266,47060,52336
78159,28250,0,28603,26364,52188,37813
78160,38676,0,33056,34125,44659,60750
78161,30966,0,16250,36250,36576,0
78162,0,0,0,0,0,0
78163,51695,0,31424,41636,62396,90278
78164,25411,20781,18783,37120,38631,49107
78201,26255,20360,23930,30667,39077,51750
78202,19095,13737,17040,22432,29219,70750
78203,19744,15647,19354,22181,23125,40302
78204,24922,18535,21250,23340,49970,70875
78205,32148,12344,47054,31441,0,57222
78207,20006,15991,20876,23402,36792,44750
78208,20103,21354,17088,21354,29107,0
78209,48732,18799,23922,30410,53490,85078
78210,25977,18436,25544,26122,44719,64321
78211,21267,18493,21804,22595,32642,39896
78212,31059,20258,21463,28804,45138,77250
78213,30109,20899,26266,30174,41968,57230
78214,23502,18771,21813,26264,41050,50700
78215,38239,0,75119,20313,51979,48200
78216,32658,18243,29576,29515,42233,60192
78217,31735,14162,27365,32112,49665,60498
78218,25745,21229,21430,25910,42241,48300
78219,23806,18505,22465,26151,24662,61602
78220,21832,14958,22710,25149,23836,47981
78221,23230,17809,22614,26593,40662,50500
78222,31381,16625,22166,35042,48922,65511
78223,26331,19432,25498,29392,41498,48667
78224,26366,20450,26259,29034,33984,0
78225,24201,19962,25917,25433,33447,32083
78226,25157,11750,25348,25428,32206,55833
78227,23035,19761,22061,25889,37606,45871
78228,26933,18415,26541,30067,39598,42339
78229,31002,25133,25942,28934,48317,47800
78230,40603,20640,25557,34244,51154,62306
78231,47648,0,38893,38889,42431,72664
78232,45135,18170,28723,36520,52417,62717
78233,34129,18458,28181,32736,50363,55490
78234,35912,0,27632,33854,31818,78542
78235,36111,16553,0,48077,0,0
78236,31136,0,8493,31643,26250,77212
78237,21043,19677,20891,25663,30035,48182
78238,28108,18809,28807,27470,38030,57761
78239,32052,21767,27396,33549,50977,55096
78240,36690,16460,26080,35668,45553,57245
78242,21953,17683,23559,24930,34402,27667
78243,23958,0,0,0,23889,0
78244,32047,19286,28087,33929,42639,58889
78245,33872,22757,26988,36875,44432,51807
78247,41780,28542,33695,35168,53245,60256
78248,58931,0,38333,45979,54614,105180
78249,42488,26060,30502,35054,51232,66078
78250,36915,23984,30836,35969,48870,56242
78251,38546,22249,30898,35271,50964,64339
78252,29539,23723,26981,32140,52422,47917
78253,50567,24727,31385,47568,56717,61733
78254,44640,22000,32327,41586,52063,64899
78255,60210,21771,26719,43771,58864,93750
78256,52292,15967,27227,34593,53818,84493
78257,63255,5125,31976,43750,62991,67500
78258,64514,0,29623,46682,65430,93482
78259,51367,35598,35119,44213,55950,76763
78260,58538,31159,35750,42694,65316,78264
78261,56373,27000,32167,47363,65284,80951
78263,36146,27269,30386,35962,65694,73378
78264,30611,18537,26635,35833,47237,50972
78266,60763,0,26010,57813,60371,82639
78330,26528,18984,23409,34167,41071,0
78332,32394,18222,34419,32097,57083,60363
78335,0,0,0,0,0,0
78336,30824,26461,23268,34261,49617,44950
78338,0,0,0,0,0,0
78339,32112,0,31513,45956,0,0
78340,28375,8125,27500,29500,46250,62500
78341,25625,19830,26484,21563,0,31360
78342,36680,0,0,0,0,0
78343,32473,16574,30278,39483,44375,46250
78344,60000,0,58750,50000,69000,86250
78349,13448,13438,0,36250,0,0
78351,23214,18750,24464,25568,0,0
78352,0,0,0,0,0,0
78353,0,58167,0,0,0,0
78355,19193,12069,17235,18583,33306,49318
78357,32583,25887,28147,42937,36455,0
78358,25673,0,23250,26563,44423,0
78359,30118,16316,31892,29583,37188,83438
78361,21678,27569,21691,16607,48125,0
78362,36295,31579,41213,32285,36419,46014
78363,28318,18750,25983,27446,43912,46964
78368,31222,20804,31610,35236,40781,67652
78369,0,11932,30625,0,0,0
78370,35938,14728,38125,37083,50429,48935
78371,33194,0,33287,60375,0,0
78372,32952,14417,30479,42165,45938,31406
78373,25567,39453,21935,24177,30385,52275
78374,42129,32328,27027,41017,54821,64153
78375,25386,20262,25183,0,41484,0
78376,14779,8621,0,116466,0,0
78377,30693,25156,24375,42552,50673,0
78379,32656,15096,35417,37083,50625,37250
78380,30276,16987,25678,32127,47830,61143
78382,27428,19284,23651,28625,47383,50988
78383,42277,44712,40868,35326,80125,47422
78384,21140,15044,16340,24875,37426,65089
78385,24083,0,23000,29286,0,0
78387,31199,19286,31951,33279,40720,54050
78389,31250,19792,26862,34583,0,0
78390,29335,16277,27880,32370,59205,61635
78391,29375,17727,0,50139,0,0
78393,30794,17313,27463,39458,41563,0
78401,20633,20075,18672,15625,26667,0
78402,50500,0,0,0,0,0
78404,29629,16632,23910,31919,46646,53711
78405,21764,18592,25203,25873,0,11250
78406,21199,31625,17188,20104,70625,0
78407,26600,18634,33242,28063,0,0
78408,24526,19810,23495,25565,36220,45000
78409,34485,22273,31000,40000,67989,0
78410,41758,21431,34701,41603,54125,54375
78411,32559,14092,27076,33927,48775,61650
78412,31371,20417,25705,31383,40667,54549
78413,40543,24971,30600,36996,51426,69728
78414,50833,30353,41306,47475,56952,67229
78415,26802,17417,25750,32123,42303,38459
78416,21512,17846,22803,22129,48198,0
78417,28303,21989,26609,31419,37500,0
78418,39659,17317,31345,39364,49273,61777
78419,40500,0,45625,35938,0,167604
78501,22669,13684,20856,25034,40950,51089
78503,25955,17009,21351,27033,42022,50488
78504,40077,15332,23320,31361,46964,66494
78516,21036,14523,22637,30748,40407,52877
78520,20786,13652,17844,21960,39681,58500
78521,21314,16792,21323,21981,36284,47099
78526,30263,18850,19322,29355,44218,59917
78535,22167,0,21917,45774,0,0
78536,16964,9891,21136,38929,0,0
78537,19011,13144,21695,22434,30333,58182
78538,21242,15531,23500,24071,46875,41023
78539,36742,13884,21451,30944,51010,56861
78541,24969,15658,21705,26492,43386,40506
78542,20736,13297,20213,27522,44295,53393
78543,21065,11362,23140,17663,41167,36836
78545,12115,11635,0,0,0,0
78548,21267,20565,21000,25357,0,0
78549,16364,10694,0,0,0,0
78550,26036,14701,23668,27171,50582,64167
78552,31635,17757,25250,35327,48333,61493
78557,20981,17569,18562,21213,32986,55417
78558,19158,0,25739,0,0,0
78559,25769,18432,19815,34396,37100,41125
78560,24435,16547,21180,35357,46635,63426
78561,30114,24375,16154,35083,42813,0
78562,18261,6893,19229,21471,42717,0
78563,0,0,0,0,68214,0
78564,0,0,0,0,0,0
78565,0,0,0,0,0,0
78566,24336,15492,22801,31951,44107,49375
78567,14315,12422,13906,26094,0,0
78569,30139,14643,26779,30375,46759,70938
78570,19268,11816,19889,21827,41841,51923
78572,25110,14822,20289,26044,47182,73333
78573,24333,15625,23233,29123,48721,50313
78574,21294,14813,23684,27738,41342,54926
78575,35679,27920,22105,28764,50908,69717
78576,17598,13381,18714,26081,41094,60000
78577,25437,16523,23731,26619,40457,45300
78578,24124,20924,19444,27338,49088,61917
78579,18513,11334,31042,15000,57694,0
78580,18422,12882,19740,17821,40250,41058
78582,20149,14890,19241,22056,45131,59601
78583,24658,17823,22561,22345,43909,53482
78584,15947,10202,16454,21833,43385,62153
78585,0,20833,0,0,0,0
78586,21512,15000,20858,26017,47923,51722
78588,16384,16484,0,12000,43750,0
78589,24665,17334,23294,27044,50661,63983
78590,30313,26635,33333,31750,0,0
78591,20417,26250,25250,0,0,0
78592,18138,15859,18088,18833,0,0
78593,20286,15313,23372,18750,44559,0
78594,18817,14620,18816,20163,0,0
78595,22134,20197,18250,24675,39500,42813
78596,22783,12829,22908,25694,48055,57008
78597,35155,0,29000,34444,70292,0
78598,15521,0,0,0,0,0
78602,34483,25898,30363,35690,47593,51101
78605,29876,25000,28634,35679,35536,51277
78606,32753,21360,31382,34904,45417,55917
78607,0,0,0,0,0,0
78608,41773,0,0,40349,0,0
78609,21641,25625,15121,25101,50313,52500
78610,41061,23920,36173,38634,51507,60231
78611,28662,12303,28816,28803,36315,61400
78612,40470,27404,36139,31809,52721,51242
78613,50748,23516,28957,42481,62774,80433
78614,30909,21136,23750,50658,45667,0
78615,32317,32083,19613,30833,70000,54309
78616,28163,21230,27599,31581,75250,50147
78617,28166,20010,27591,32023,43022,58220
78618,37500,0,34583,21705,53958,0
78619,57155,"25,000",44010,46848,72885,79063
78620,51217,23750,37966,45512,61250,65875
78621,35165,30486,31521,37367,45787,53276
78622,29236,0,32344,21750,0,0
78623,36461,0,0,43958,0,36653
78624,29537,18177,21647,25917,39904,64118
78626,38908,23640,27265,38363,54477,47369
78628,48049,23214,30899,40690,60546,73839
78629,28778,21903,28375,30417,45875,60625
78631,31815,23317,30036,32566,45603,53313
78632,26701,25081,28618,36250,50972,0
78633,41605,40372,31471,35054,50964,58897
78634,41288,30266,32890,40439,48713,54301
78635,30967,0,0,0,0,0
78636,33575,0,20216,33125,35250,60664
78638,41926,31250,31607,40909,0,65054
78639,25251,27361,20694,17610,46111,60982
78640,37260,26616,29210,37344,48597,53064
78641,45418,25111,31303,41501,60447,59354
78642,40051,25172,33086,39716,47003,48750
78643,24498,15063,23390,22326,36250,55673
78644,31782,24157,28847,32687,50093,48625
78645,39176,20759,25307,40977,53846,56010
78648,28134,21787,23725,34180,56406,0
78650,32770,19018,32955,31806,60938,87188
78652,44973,36351,35339,49135,44844,79205
78653,36198,26250,30752,36268,47813,49517
78654,33404,18550,33595,29825,43095,53571
78655,31784,20694,30778,41118,44722,69844
78656,26650,27547,30272,21270,59141,0
78657,44353,0,24167,34219,67991,0
78659,43182,17660,30927,60086,51528,87857
78660,42314,25434,30172,41165,51864,65754
78661,28194,0,21442,50833,0,0
78662,40588,0,41250,35393,75978,0
78663,31060,45938,0,26776,39167,31938
78664,36772,20706,27357,36261,50735,56484
78665,48670,23895,35123,42382,61439,63553
78666,29112,20555,24045,30317,37020,51104
78669,41988,0,28845,37107,56729,79934
78670,31250,0,33750,31250,0,0
78671,25764,0,11250,36163,0,51250
78672,26270,0,26036,33250,50552,0
78675,45795,0,0,39423,0,0
78676,37007,31530,22448,37188,51080,50919
78677,0,0,0,0,0,0
78681,50154,26628,32045,41778,60189,76234
78701,80876,"25,000",29453,40521,80299,96026
78702,31306,17534,23429,29451,43348,59877
78703,61332,40652,39688,37486,53052,82476
78704,41171,14803,21713,31429,47162,65605
78705,29810,26583,28738,25699,25373,45600
78712,0,0,0,0,0,0
78717,61367,0,34315,45482,73868,88414
78719,22339,17237,26587,0,0,0
78721,27010,16582,25923,26679,44722,40968
78722,36824,18125,31208,24619,35995,51298
78723,30831,20251,21494,28359,46107,58166
78724,25415,21782,22280,30491,46449,53365
78725,26792,25682,26053,30518,35729,65224
78726,56705,0,43720,42483,65057,83281
78727,46293,19803,29010,39775,54938,66394
78728,41642,35024,31811,36549,52059,58607
78729,44369,37372,36783,37073,50298,66926
78730,60361,0,41151,32073,73176,104313
78731,54254,0,32963,35363,53695,82589
78732,81585,0,25969,67170,79691,102951
78733,69568,0,23900,24792,64360,117448
78734,51439,17225,33031,43263,73581,101102
78735,56909,32207,37958,36164,61500,100081
78736,50664,0,36111,37791,60000,53844
78737,69715,23854,31806,50744,84655,85700
78738,65394,26875,31250,45596,75049,102471
78739,76342,41875,51188,46042,79867,96298
78741,26814,18604,24467,31360,34781,38533
78742,28802,27768,21442,30694,40729,0
78744,26612,21250,24959,30352,41060,40174
78745,35648,17944,30383,32978,43239,54355
78746,74451,0,33150,42274,65849,103550
78747,36435,25353,34861,31409,49237,50568
78748,41750,26611,29009,40815,48689,54174
78749,51217,0,32137,37371,52957,73313
78750,49712,22210,27820,31509,60795,87576
78751,40194,25042,30377,31343,39830,51881
78752,26763,18489,21250,28162,41588,49083
78753,26035,19843,23936,30579,42865,43480
78754,36798,24217,26766,35396,50417,60523
78756,52782,23990,46306,32117,55030,64500
78757,43791,16742,21674,35792,48805,62493
78758,30710,19249,25668,29349,45448,51180
78759,51360,16461,29593,36803,56948,77890
78801,26124,15665,28244,26264,41400,54777
78802,45610,0,0,46830,0,0
78827,23000,16364,15341,31071,45481,40833
78828,82986,0,0,0,0,0
78829,14250,0,30156,0,0,0
78830,0,0,30806,9783,0,0
78832,26442,11319,32104,35938,36667,0
78833,19023,18750,17898,18958,40446,0
78834,23262,0,25741,20421,41277,62644
78836,0,0,0,0,0,0
78837,0,0,0,0,16250,70250
78838,0,0,66477,0,0,0
78839,17241,0,17225,20756,0,"25,000"
78840,28193,16553,25980,32646,40969,64979
78843,0,0,0,0,0,0
78850,25647,0,20889,26250,62969,0
78851,0,0,0,0,0,0
78852,23732,16089,22216,27531,43782,51127
78860,0,0,0,0,0,0
78861,31537,20279,30247,35198,42224,58510
78870,22076,18500,22500,21743,56250,35096
78871,0,0,0,0,0,0
78872,21765,12500,17663,28222,0,0
78873,23750,14622,19602,31827,36266,35652
78877,80411,0,80938,83811,0,0
78879,0,0,0,0,0,0
78880,30570,7458,35096,20833,0,66250
78881,26550,17946,22083,31875,34702,0
78883,0,0,15179,0,0,0
78884,33696,0,15357,34375,46563,0
78885,31607,14375,0,0,0,0
78886,29896,0,0,0,0,40000
78931,0,0,4250,0,0,0
78932,36544,21167,51000,36815,0,105750
78933,31650,0,0,36422,0,0
78934,34273,0,33503,32794,58097,0
78935,32412,14463,32925,37045,47105,0
78938,27292,0,24531,30000,0,0
78940,31275,0,28036,35677,37241,31500
78941,25871,21689,25972,25855,50652,51354
78942,31186,23109,30739,30920,45876,45972
78943,62031,0,0,0,0,0
78944,40000,0,36750,41607,0,86563
78945,33922,21287,36591,30584,43668,67366
78946,34013,0,33333,35375,0,0
78947,38333,35625,33375,40548,0,53611
78948,34722,35714,30938,0,39041,0
78949,45169,41875,60391,0,0,0
78950,33984,0,27093,40750,46964,0
78951,0,0,0,0,0,0
78953,40020,0,51104,36960,0,0
78954,32279,6406,31310,31964,50114,54792
78956,33836,21310,36250,34250,46146,61250
78957,34109,16364,29746,36086,55145,44706
78959,25865,20733,31492,30100,0,0
78962,38945,30614,30205,39647,46190,0
78963,30702,21818,28661,36625,0,0
79001,36818,35625,29167,26563,153750,238333
79003,36250,28250,0,0,40625,0
79005,45109,25208,31813,57941,51597,37031
79007,31404,23750,31663,27358,52255,62059
79009,29298,26728,35250,28750,32292,0
79010,53542,0,0,61250,53750,60500
79011,36528,0,36750,26667,36406,0
79012,44561,0,0,51909,41684,0
79013,28026,26271,30845,30369,75425,0
79014,33672,21875,33929,27227,44183,50750
79015,42139,25313,33500,32804,51303,58421
79016,0,0,0,0,0,0
79018,22813,0,17250,17083,36875,0
79019,44698,38958,32969,43295,58750,63194
79021,25536,25714,0,18125,0,53750
79022,31714,25336,30113,34750,42308,68462
79024,39107,0,38958,34375,35625,46250
79025,0,0,0,0,0,0
79027,29842,24056,32070,26090,0,35132
79029,31875,26205,30642,35899,45363,75278
79031,30703,22879,30069,38839,34167,47500
79032,26250,19375,27500,20000,0,0
79033,51979,0,0,0,0,0
79034,34750,23750,34500,37500,41667,50000
79035,27704,22990,23642,36154,51500,41528
79036,31667,25398,31133,30984,0,105357
79039,38795,0,32273,35125,75341,55000
79040,35807,32120,30625,37054,36250,0
79041,31045,21357,30160,41776,40357,69653
79042,32292,20652,31172,43125,40703,0
79043,28125,26250,30938,21417,34063,0
79044,28365,28750,23906,16250,48750,53125
79045,31119,26129,25361,37013,43869,47083
79046,32500,0,30417,37708,38750,0
79051,0,0,0,0,0,0
79052,31507,35074,31354,30781,31250,32159
79053,35833,"25,000",0,38750,34464,0
79054,40347,0,41875,0,41250,0
79056,0,0,0,0,0,0
79057,30146,26042,26691,30357,41667,0
79058,0,0,0,0,0,0
79059,35729,27639,25750,31786,47000,74583
79061,31429,0,30938,30441,43375,0
79062,45208,33750,26250,31250,48611,49375
79063,38333,0,33750,26250,49545,56250
79064,24943,19257,30262,24196,33750,73571
79065,33675,26503,29831,35893,46961,61532
79068,42456,26458,40362,32500,57222,75703
79070,35666,25359,28088,37366,41500,61615
79072,30378,21478,28644,30368,39455,46378
79078,62361,"25,000",69375,83221,0,36250
79079,35797,31800,27212,36156,47273,70139
79080,43125,0,36346,47266,48750,0
79081,32475,19286,30477,30347,56373,56250
79082,24464,19167,0,0,26912,0
79083,36731,0,39444,31667,43906,49583
79084,27303,25761,25313,26544,39750,54750
79085,0,0,0,0,0,0
79086,36989,32361,26346,57083,41786,60500
79087,32750,31364,20000,33750,34464,0
79088,29496,22857,28279,27340,51000,56964
79091,28295,0,0,0,0,0
79092,35135,0,28750,34250,53125,46607
79093,0,0,0,0,0,0
79094,26758,0,0,0,0,0
79095,26483,21602,20833,26458,36250,45278
79096,27500,19219,35294,25167,36875,46875
79097,46842,0,47188,39107,49563,49464
79098,26875,20000,23750,30536,20750,0
79101,22457,0,26681,19975,0,0
79102,30481,19063,28514,32660,46451,62500
79103,25960,17846,27204,29321,42315,0
79104,21806,20683,20161,28988,28000,0
79105,0,0,0,0,0,0
79106,31062,19893,27406,31777,45845,50883
79107,24156,22223,24096,25483,39568,41154
79108,37658,27446,31111,41757,41780,60909
79109,40209,26250,27629,37039,46728,63291
79110,35983,21724,34743,35156,42516,58190
79111,33365,0,0,32000,45833,62313
79118,39232,25506,31795,40955,50911,62500
79119,54450,0,31607,47021,62228,71086
79121,52814,37759,21955,41603,69321,62303
79124,51987,0,40100,47740,61115,73542
79201,28158,22089,21991,28613,40132,68160
79220,35833,0,20938,47500,35139,53438
79225,24491,17222,33304,22222,42188,44750
79226,32006,18750,27560,31591,41442,50357
79227,27139,26667,21875,26734,31071,0
79229,33750,26000,0,48750,43750,60625
79230,21583,20577,16250,0,0,0
79231,0,0,0,0,0,0
79233,33438,0,32083,0,0,0
79234,39167,0,25000,0,0,0
79235,30097,20545,27903,46250,46944,43125
79236,31458,24205,30000,32500,46250,34750
79237,23750,19808,0,26250,37188,0
79239,0,0,25208,0,0,0
79240,0,0,0,0,0,0
79241,31094,25000,25385,27794,45885,41250
79243,50455,0,0,0,0,0
79244,31442,0,0,31563,38571,0
79245,22500,13571,17083,29625,43333,56406
79247,0,0,0,0,0,0
79248,19250,16042,17188,16250,37692,0
79250,31756,26071,32125,31071,46563,62639
79251,0,0,0,30625,0,0
79252,23952,21845,18088,22500,41484,0
79255,29716,16250,29821,28295,45625,37083
79256,32500,0,33750,38500,31625,0
79257,31116,20972,27232,38036,36339,78036
79258,0,0,0,0,0,0
79259,15729,0,0,15729,0,0
79261,23224,21042,23889,22083,0,0
79311,30698,21953,27391,29821,49250,39821
79312,30156,24271,25000,38750,40795,48750
79313,25975,25129,28438,20729,51667,51563
79314,36094,0,0,55417,0,0
79316,26817,17382,31261,29599,49474,45515
79322,29423,17188,21771,27250,44609,51042
79323,38358,27444,45552,32156,62262,54229
79324,0,0,0,0,0,0
79325,32051,29643,33380,32321,40833,31389
79326,0,0,0,0,0,0
79329,37977,25119,31813,38333,51000,80250
79330,"250,000+",0,"250,000+",0,0,0
79331,32138,24657,29151,34808,45074,44688
79336,33781,28304,30797,33779,43624,51680
79339,29688,18205,28590,31419,44107,55461
79342,45714,23438,44375,55926,0,36750
79343,33250,30982,31429,40114,0,0
79344,53750,0,0,0,0,0
79345,27292,28636,22125,32159,60114,0
79346,31038,28438,30743,31250,38203,0
79347,24419,20455,32417,22665,48438,63958
79350,28063,19063,29773,29583,0,0
79351,28807,30221,27656,25313,51000,48125
79353,0,0,0,0,0,0
79355,35506,16012,37857,37000,0,73611
79356,29109,19960,32685,28654,44321,0
79357,26835,21731,25946,25515,39643,61667
79358,37357,33393,35833,34038,47083,78750
79359,29625,20769,35000,30380,48500,0
79360,37242,30663,33532,36728,45604,46397
79363,38115,22644,30694,38199,51518,76979
79364,29899,22738,29034,29910,38909,0
79366,54602,16750,63295,43750,54079,0
79367,30231,21364,26607,31625,36500,0
79369,26813,0,0,0,0,0
79370,25217,0,14453,33636,40357,55769
79371,31600,25500,29318,24038,50536,50417
79372,35600,18958,32321,28182,45893,110417
79373,32241,0,26750,39423,38750,44583
79376,0,0,0,37292,0,0
79377,43750,20938,22308,51875,54167,0
79378,45104,34792,52000,44375,44250,70469
79379,33482,44583,30441,30469,41875,61250
79380,28438,0,0,18250,33472,0
79381,25951,15865,25234,33125,41161,31875
79382,43461,15313,43917,33462,51290,55972
79401,22550,21563,22439,21591,15625,26651
79403,22992,15992,21945,26943,44024,71406
79404,23002,18899,22303,24643,33438,49688
79406,0,0,0,0,0,0
79407,32311,26818,23834,27725,43179,53059
79410,31144,35341,27159,26389,31689,44605
79411,27089,13298,28185,29538,41964,43750
79412,23362,16712,23280,28884,32596,31250
79413,29864,18450,28379,27245,42995,47611
79414,27418,16209,26727,25505,37865,43600
79415,23009,15906,21769,23229,45822,32112
79416,35100,21048,35530,26452,41300,56250
79423,38991,22382,30370,36863,49078,53904
79424,46398,21683,33063,41974,51490,64810
79501,29813,16923,22455,35083,50924,42500
79502,31121,24286,27337,40481,42222,41500
79503,37083,0,40625,0,0,0
79504,29891,18947,22125,30938,32639,51890
79505,21429,0,9792,38438,40313,0
79506,40865,16563,0,40179,39821,0
79508,58108,0,51607,69250,44000,0
79510,34831,40057,29335,32083,60462,46250
79511,48542,19074,41304,60192,49167,0
79512,35215,20658,42909,32415,36725,0
79517,38438,0,0,51250,0,0
79518,27750,0,30938,28750,0,0
79519,0,0,0,20556,0,0
79520,28578,13269,22180,36250,41033,61875
79521,26103,14348,28417,23929,36027,0
79525,30506,47538,0,31528,36042,0
79526,35288,33571,31991,43125,52500,28500
79527,32188,0,31250,52917,30417,0
79528,30341,25682,23958,31944,40833,46111
79529,34313,18194,44107,32292,34286,45962
79530,26771,70461,26306,27353,26332,60000
79532,39135,0,28750,51250,38750,42250
79533,27500,27083,17917,27500,35500,0
79534,26786,0,0,0,0,0
79535,35000,0,40625,31667,0,0
79536,31024,14861,27279,37500,42054,0
79537,26250,0,0,0,0,0
79538,34000,23750,0,33015,0,83250
79539,19583,70500,15938,28750,0,0
79540,26625,0,31667,0,0,0
79541,0,0,0,85714,0,0
79543,27850,0,29265,26154,51875,0
79544,21000,21875,20909,0,47868,0
79545,35556,29615,26838,36765,50750,35556
79546,30871,14191,37054,27656,24688,45568
79547,26875,0,19107,49375,0,0
79548,44063,27750,43977,80208,43750,0
79549,35346,31367,28012,40566,38991,50852
79553,30587,0,27411,0,42727,0
79556,27069,22296,27296,25673,39427,48750
79560,38438,0,0,0,0,0
79561,33203,0,30000,33750,48929,0
79562,50350,0,24963,51690,47431,81974
79563,30913,31932,26010,36731,40804,0
79565,45625,36500,61000,45833,39167,0
79566,50417,0,0,42014,60938,0
79567,29079,22344,28611,25000,45417,53375
79601,26702,14750,22737,27390,31020,54552
79602,34063,14083,25854,32053,45442,62099
79603,24437,19767,21928,27904,36218,37250
79605,28350,14811,27160,28287,33549,54135
79606,38771,24523,27206,36990,46967,65885
79607,30078,0,27679,31198,25430,82000
79699,0,0,0,0,0,0
79701,31867,25137,30812,35251,49621,59554
79703,41831,29293,42500,41426,48373,63750
79705,50289,25631,31616,47881,70635,79279
79706,42152,33193,36143,40833,53220,66463
79707,51979,40959,36283,49983,57588,75752
79713,26793,18571,0,28750,43125,46042
79714,45638,41104,39273,44327,60771,75000
79718,30208,13750,26250,0,35966,53125
79719,37500,16563,36042,39758,0,0
79720,30921,19260,26687,31372,50316,54053
79730,41875,0,55000,0,0,0
79731,41051,32137,43092,36739,44013,0
79733,25673,26000,0,0,56250,0
79734,26654,27882,0,22028,35893,40179
79735,32055,25121,27104,37418,48947,45057
79738,45469,0,38281,47000,51250,45341
79739,31815,31774,22125,24306,50673,66071
79741,44583,0,0,0,0,0
79742,30750,40435,20625,21000,0,0
79743,34750,26667,40278,17917,42083,81071
79744,43155,31563,30952,31950,56953,55250
79745,38050,24801,38295,39645,45457,76111
79748,25750,21429,0,45833,0,0
79749,50313,51500,31042,75568,51083,46250
79752,35000,26544,34375,32143,42500,52750
79754,0,0,0,0,0,0
79755,31458,40875,0,31500,43750,0
79756,41924,21929,45798,46023,37198,48969
79758,45588,0,0,48224,0,0
79759,0,0,0,0,0,0
79761,35356,26139,35266,34557,47146,49286
79762,40901,31555,38680,39828,50250,53671
79763,34025,31072,31377,36515,40310,36875
79764,36271,31736,39875,35829,39115,54271
79765,57101,44722,40653,61983,63674,80000
79766,35184,0,48047,25074,35346,0
79770,0,0,0,0,0,0
79772,32457,17727,24848,34297,50824,65156
79777,50987,0,51513,45000,0,0
79778,40714,0,50500,38906,101667,0
79780,27794,0,0,0,0,0
79781,31429,0,24115,37596,0,0
79782,31217,21618,30156,41500,44926,53173
79783,60000,0,0,58438,65694,0
79785,0,0,4000,90833,41667,0
79788,35417,0,35000,50750,0,0
79789,47188,50625,34063,42292,59583,66250
79821,21772,14266,19660,25325,27778,50750
79830,30057,11382,19924,30458,33594,45183
79831,0,0,0,0,0,0
79834,28000,0,0,16250,36875,0
79835,20202,16483,18398,24770,37292,54750
79836,23361,16500,22899,25496,28750,0
79837,21328,21250,53125,0,0,0
79838,18800,16821,21699,17465,31250,0
79839,20067,17026,20063,33542,26471,0
79842,25370,14000,24432,22917,35625,0
79843,35039,15069,31250,24602,44844,55260
79845,26519,11861,27083,24853,42628,31599
79846,0,0,0,0,0,0
79847,51875,0,52232,0,0,0
79848,32125,0,35741,30688,0,41375
79849,19651,17853,19139,23527,39412,0
79851,0,0,21875,0,58571,0
79852,19201,20556,25139,20357,0,11429
79853,18826,15932,19635,22232,23500,0
79854,43063,0,60833,0,0,0
79855,21484,16375,14957,31250,0,0
79901,12806,11999,14861,14375,22344,0
79902,26120,13371,19812,23979,40458,53966
79903,21944,14332,20688,21881,42467,51504
79904,25553,15036,22172,27875,40202,51486
79905,18367,13750,18839,21893,41779,46042
79906,35474,0,27572,35625,41875,88043
79907,21876,17736,21793,22710,39134,42679
79908,38065,0,29231,39159,53984,50982
79911,52013,0,0,31334,49706,100701
79912,38746,15038,23341,29905,46968,64294
79915,21317,14250,20906,25144,40500,46021
79916,27723,0,27460,27394,24385,45750
79920,0,0,0,0,0,0
79922,35798,9246,24342,35000,50855,52383
79924,26777,17189,24066,28399,41725,51716
79925,31776,15774,26496,30235,41914,54302
79927,21896,19602,21109,25231,30132,46048
79928,30767,19069,25789,33770,45097,58069
79930,22380,13339,21720,23706,41588,52155
79932,35844,16367,27008,29810,50936,60337
79934,42982,21671,32907,41555,54153,61027
79935,29183,11814,21442,26667,45216,53549
79936,31347,19565,25421,30207,45219,60363
79938,33059,17349,21460,36916,47664,61375
79942,0,0,0,0,0,0
80002,37841,19741,30303,40836,43801,46081
80003,37456,28534,35615,37565,44435,45495
80004,44502,30833,37311,40115,55050,66113
80005,51744,30132,36636,44894,60628,68917
80007,72652,0,45223,70000,80515,87794
80010,24187,21968,23430,24885,37826,39953
80011,28023,22307,28222,30016,42029,42126
80012,29840,22252,26658,30968,37004,48558
80013,40971,27378,36212,40564,45923,60640
80014,36333,24878,32382,32699,43605,49764
80015,48224,35000,35572,42412,55959,71783
80016,57073,27250,40553,45007,65712,86719
80017,34975,25400,31411,33780,48028,52432
80018,50245,20292,35565,47340,63162,63581
80019,48523,0,31028,38491,55484,76648
80020,50038,23393,37702,41774,56152,67925
80021,47165,25792,42577,39929,56725,64837
80022,36316,27349,31977,36773,51935,57789
80023,70291,36136,38712,45383,81590,91034
80024,34313,32438,0,46848,0,0
80025,31035,0,0,3792,31473,0
80026,45201,27083,27849,38565,53043,73175
80027,56672,24438,30372,31401,59343,78594
80030,32314,23542,30981,35649,45825,48906
80031,42922,26238,31977,42124,57114,72418
80033,37216,22127,30923,34855,48920,62200
80045,46776,0,0,42273,26875,50781
